sample_id,source_id,start_time,end_time,label,source_file,duration,sample_rate,channels
audioset_toDcLiHJUEA_140_150,toDcLiHJUEA,140.0,150.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=toDcLiHJUEA,10.0,16000,1
audioset_uCm-Rsvrw0s_0_8,uCm-Rsvrw0s,0.0,8.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=uCm-Rsvrw0s,8.0,16000,1
audioset_uLETIQnJM44_30_40,uLETIQnJM44,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=uLETIQnJM44,10.0,16000,1
audioset_upxh7mZ5IBo_160_170,upxh7mZ5IBo,160.0,170.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=upxh7mZ5IBo,10.0,16000,1
audioset_uqtwOTsOF7I_30_40,uqtwOTsOF7I,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=uqtwOTsOF7I,10.0,16000,1
audioset_v56paXFFfig_20_30,v56paXFFfig,20.0,30.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=v56paXFFfig,10.0,16000,1
audioset_vJwCeEoc6Ss_290_300,vJwCeEoc6Ss,290.0,300.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=vJwCeEoc6Ss,10.0,16000,1
audioset_vQWFMfbDJyI_110_120,vQWFMfbDJyI,110.0,120.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=vQWFMfbDJyI,10.0,16000,1
audioset_vQdYJv4Mebk_10_20,vQdYJv4Mebk,10.0,20.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=vQdYJv4Mebk,10.0,16000,1
audioset_vXOhbFavtqU_60_70,vXOhbFavtqU,60.0,70.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=vXOhbFavtqU,10.0,16000,1
audioset_vcmuZ3MDSK8_20_30,vcmuZ3MDSK8,20.0,30.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=vcmuZ3MDSK8,10.0,16000,1
audioset_wRVZAD1pfeo_80_90,wRVZAD1pfeo,80.0,90.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=wRVZAD1pfeo,10.0,16000,1
audioset_wdVYP2ijnew_120_130,wdVYP2ijnew,120.0,130.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=wdVYP2ijnew,10.0,16000,1
audioset_woVeO6XRBEY_30_40,woVeO6XRBEY,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=woVeO6XRBEY,10.0,16000,1
audioset_xFzsYFhrHtk_1_11,xFzsYFhrHtk,1.0,11.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=xFzsYFhrHtk,10.0,16000,1
audioset_xWfYh7-y7CA_110_120,xWfYh7-y7CA,110.0,120.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=xWfYh7-y7CA,10.0,16000,1
audioset_yYqURVoqlXw_60_70,yYqURVoqlXw,60.0,70.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=yYqURVoqlXw,10.0,16000,1
audioset_yx-gN-b5yLY_30_40,yx-gN-b5yLY,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=yx-gN-b5yLY,10.0,16000,1
audioset_yyrvlwuFyMU_90_100,yyrvlwuFyMU,90.0,100.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=yyrvlwuFyMU,10.0,16000,1
audioset_zC3MxGNQ4fY_30_40,zC3MxGNQ4fY,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=zC3MxGNQ4fY,10.0,16000,1
audioset_zHy43cBfK9M_30_40,zHy43cBfK9M,30.0,40.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=zHy43cBfK9M,10.0,16000,1
audioset_zu53y8M2xBc_20_30,zu53y8M2xBc,20.0,30.0,"Gunshot, gunfire",https://www.youtube.com/watch?v=zu53y8M2xBc,10.0,16000,1
