file_id,speech_file,noise_file,noise_type,snr_db,sample_rate,duration,split
mix_000497,datasets/speech\speech_speaker_session_10_0405.wav,datasets/gunshot\gun_C3GD-Dataset_0-oh_farm-czusa_457-DAVE-Wl2BI9ECAcY0-15_w0.wav,gunshot,0,16000,1.0,train
mix_000498,datasets/speech\speech_ref_0792.wav,datasets/background_noise\bg_noise_0329.wav,background_noise,5,16000,1.0,train
mix_000499,datasets/speech\speech_ref_1100.wav,datasets/gunshot\gun_C3GD-Dataset_10-oh_farm-spike_m4_556-ALICE-TcUw0m1Y2pBD-21_w0.wav,gunshot,-15,16000,1.0,train
mix_000500,datasets/speech\speech_speaker_session_02_0097.wav,datasets/gunshot\gun_C3GD-Dataset_15-nj_farm-sig_p365-CAROL-4c4Mgt6DlrH8-16_w0.wav,gunshot,-10,16000,1.0,train
mix_000501,datasets/speech\speech_ref_0361.wav,datasets/background_noise\bg_bg_session_21_0848.wav,background_noise,10,16000,1.0,train
mix_000502,datasets/speech\speech_ref_1059.wav,datasets/other_impulse\other_imp_other_imp_session_16_0649.wav,other_impulse,0,16000,1.0,train
mix_000503,datasets/speech\speech_ref_0845.wav,datasets/gunshot\gun_C3GD-Dataset_10-ny_gravel_pit-sw_mp15-ERIN-7gR94hji5299-4_w0.wav,gunshot,10,16000,1.0,train
mix_000504,datasets/speech\speech_ref_0940.wav,datasets/other_impulse\other_imp_other_imp_session_28_1139.wav,other_impulse,-15,16000,1.0,train
mix_000505,datasets/speech\speech_speaker_session_06_0256.wav,datasets/background_noise\bg_noise_0359.wav,background_noise,-20,16000,1.0,train
mix_000506,datasets/speech\speech_speaker_session_19_0770.wav,datasets/gunshot\gun_C3GD-Dataset_1-ny_gravel_pit-savage_223-ERIN-5YU9A4rqIoQN-22_w0.wav,gunshot,15,16000,1.0,train
mix_000507,datasets/speech\speech_speaker_session_02_0117.wav,datasets/background_noise\bg_noise_0076.wav,background_noise,-10,16000,1.0,train
mix_000508,datasets/speech\speech_speaker_session_09_0360.wav,datasets/other_impulse\other_imp_other_imp_session_03_0126.wav,other_impulse,-5,16000,1.0,train
mix_000509,datasets/speech\speech_speaker_session_04_0186.wav,datasets/other_impulse\other_impulse_0110.wav,other_impulse,15,16000,1.0,train
mix_000510,datasets/speech\speech_ref_1194.wav,datasets/background_noise\bg_bg_session_03_0152.wav,background_noise,-20,16000,1.0,train
mix_000511,datasets/speech\speech_speaker_session_19_0765.wav,datasets/gunshot\gun_C3GD-Dataset_13-oh_farm-lmt_ar10-ERIN-4yw5CT7ttEZV-14_w0.wav,gunshot,-15,16000,1.0,train
mix_000512,datasets/speech\speech_ref_0709.wav,datasets/gunshot\gun_C3GD-Dataset_15-oh_farm-sig_P320-DAVE-RnHmQd98noYs-4_w0.wav,gunshot,-10,16000,1.0,train
mix_000513,datasets/speech\speech_speaker_session_11_0463.wav,datasets/gunshot\gun_C3GD-Dataset_2-oh_farm-custom_ar15_300BLK-ERIN-JT9NHIATnzMQ-32_w0.wav,gunshot,-15,16000,1.0,train
mix_000514,datasets/speech\speech_speaker_session_05_0209.wav,datasets/gunshot\gun_C3GD-Dataset_10-ny_gravel_pit-sw_mp15-CAROL-01Wi0Q1SxFPx-9_w0.wav,gunshot,10,16000,1.0,train
mix_000515,datasets/speech\speech_speaker_session_20_0836.wav,datasets/background_noise\bg_noise_0263.wav,background_noise,-15,16000,1.0,train
mix_000516,datasets/speech\speech_speaker_session_12_0487.wav,datasets/background_noise\bg_noise_0490.wav,background_noise,5,16000,1.0,train
mix_000517,datasets/speech\speech_speaker_session_15_0635.wav,datasets/gunshot\gun_C3GD-Dataset_15-nj_farm-sig_p365-BOB-uY5xiJ1efHpq-36_w0.wav,gunshot,0,16000,1.0,train
mix_000518,datasets/speech\speech_speaker_session_01_0058.wav,datasets/background_noise\bg_noise_1046.wav,background_noise,10,16000,1.0,train
mix_000519,datasets/speech\speech_ref_0955.wav,datasets/background_noise\bg_noise_0981.wav,background_noise,-10,16000,1.0,train
mix_000520,datasets/speech\speech_ref_0620.wav,datasets/background_noise\bg_bg_session_28_1120.wav,background_noise,20,16000,1.0,train
mix_000521,datasets/speech\speech_speaker_session_20_0819.wav,datasets/other_impulse\other_impulse_0828.wav,other_impulse,-20,16000,1.0,train
mix_000522,datasets/speech\speech_speaker_session_24_0973.wav,datasets/other_impulse\other_imp_other_imp_session_09_0399.wav,other_impulse,-10,16000,1.0,train
mix_000523,datasets/speech\speech_ref_0876.wav,datasets/gunshot\gun_C3GD-Dataset_15-oh_farm-steyr_C9A2-BOB-xwffRCBitu2p-7_w0.wav,gunshot,5,16000,1.0,train
mix_000524,datasets/speech\speech_ref_0728.wav,datasets/gunshot\gun_C3GD-Dataset_1-ny_gravel_pit-savage_223-ERIN-5YU9A4rqIoQN-17_w0.wav,gunshot,-10,16000,1.0,train
mix_000525,datasets/speech\speech_ref_0054.wav,datasets/gunshot\gun_C3GD-Dataset_15-oh_farm-sig_P320-ALICE-SaJRFUjFN1Ux-17_w0.wav,gunshot,15,16000,1.0,train
mix_000526,datasets/speech\speech_speaker_session_18_0720.wav,datasets/gunshot\gun_C3GD-Dataset_1-ny_gravel_pit-savage_223-JON-bqarLMmM7cLJ-39_w0.wav,gunshot,-15,16000,1.0,train
mix_000527,datasets/speech\speech_ref_0027.wav,datasets/background_noise\bg_noise_0446.wav,background_noise,-10,16000,1.0,train
mix_000528,datasets/speech\speech_ref_0715.wav,datasets/background_noise\bg_noise_0817.wav,background_noise,10,16000,1.0,train
mix_000529,datasets/speech\speech_speaker_session_26_1075.wav,datasets/gunshot\gun_C3GD-Dataset_14-oh_farm-7mm_Mauser-BOB-BcloTeR2Ekq1-5_w0.wav,gunshot,10,16000,1.0,train
mix_000530,datasets/speech\speech_ref_0227.wav,datasets/gunshot\gun_C3GD-Dataset_11-nj_farm-savage_mh110-JON-U8Ee7IPiAWho-28_w0.wav,gunshot,-10,16000,1.0,train
mix_000531,datasets/speech\speech_ref_0840.wav,datasets/gunshot\gun_C3GD-Dataset_10-oh_farm-spike_m4_556-ALICE-0D30t3lA0dYO-52_w0.wav,gunshot,0,16000,1.0,train
mix_000532,datasets/speech\speech_ref_0736.wav,datasets/other_impulse\other_imp_other_imp_session_24_0961.wav,other_impulse,-15,16000,1.0,train
mix_000533,datasets/speech\speech_ref_0150.wav,datasets/gunshot\gun_C3GD-Dataset_10-oh_farm-spike_m4_556-ALICE-0D30t3lA0dYO-58_w0.wav,gunshot,20,16000,1.0,train
mix_000534,datasets/speech\speech_ref_1016.wav,datasets/other_impulse\other_imp_other_imp_session_06_0246.wav,other_impulse,0,16000,1.0,train
mix_000535,datasets/speech\speech_ref_0656.wav,datasets/background_noise\bg_bg_session_10_0439.wav,background_noise,0,16000,1.0,train
mix_000536,datasets/speech\speech_ref_0807.wav,datasets/gunshot\gun_C3GD-Dataset_1-ny_gravel_pit-savage_223-CAROL-cF2UUwwEe48n-27_w0.wav,gunshot,20,16000,1.0,train
mix_000537,datasets/speech\speech_speaker_session_04_0181.wav,datasets/other_impulse\other_imp_other_imp_session_08_0343.wav,other_impulse,20,16000,1.0,train
mix_000538,datasets/speech\speech_ref_0085.wav,datasets/gunshot\gun_C3GD-Dataset_0-oh_farm-sw_mp22-PIXEL-f5W6Yd67KJc2-18_w0.wav,gunshot,10,16000,1.0,train
mix_000539,datasets/speech\speech_speaker_session_15_0638.wav,datasets/gunshot\gun_C3GD-Dataset_11-nj_farm-savage_mh110-BUTCH-hBTAkYuwJ46l-21_w0.wav,gunshot,-20,16000,1.0,train
mix_000540,datasets/speech\speech_speaker_session_21_0841.wav,datasets/gunshot\gun_C3GD-Dataset_10-oh_farm-hk_MR556-BOB-0m3pnVxJfZ50-18_w0.wav,gunshot,15,16000,1.0,train
mix_000541,datasets/speech\speech_ref_0528.wav,datasets/gunshot\gun_C3GD-Dataset_15-oh_farm-hk_P2000-ALICE-59X0C1qZZKdQ-0_w0.wav,gunshot,-15,16000,1.0,train
mix_000542,datasets/speech\speech_speaker_session_20_0814.wav,datasets/gunshot\gun_C3GD-Dataset_10-oh_farm-hk_MR556-BOB-6Quc5LjO0EL0-7_w0.wav,gunshot,15,16000,1.0,train
mix_000543,datasets/speech\speech_ref_0380.wav,datasets/other_impulse\other_imp_other_imp_session_21_0854.wav,other_impulse,-15,16000,1.0,train
mix_000544,datasets/speech\speech_speaker_session_08_0357.wav,datasets/other_impulse\other_impulse_0255.wav,other_impulse,-20,16000,1.0,train
mix_000545,datasets/speech\speech_speaker_session_26_1064.wav,datasets/gunshot\gun_C3GD-Dataset_15-nj_farm-sig_p365-ALICE-T3bFUE8iLtXt-27_w0.wav,gunshot,5,16000,1.0,train
mix_000546,datasets/speech\speech_ref_0256.wav,datasets/background_noise\bg_noise_0962.wav,background_noise,10,16000,1.0,train
mix_000547,datasets/speech\speech_speaker_session_10_0423.wav,datasets/other_impulse\other_impulse_0912.wav,other_impulse,10,16000,1.0,train
mix_000548,datasets/speech\speech_speaker_session_20_0824.wav,datasets/gunshot\gun_C3GD-Dataset_15-nj_farm-sig_p365-BOB-Q0eIMamzx0DO-45_w0.wav,gunshot,20,16000,1.0,train
mix_000549,datasets/speech\speech_speaker_session_14_0585.wav,datasets/gunshot\gun_C3GD-Dataset_0-oh_farm-springfield_87A-PIXEL-iLyjoZ6DEsLu-5_w0.wav,gunshot,15,16000,1.0,train
mix_000550,datasets/speech\speech_ref_0428.wav,datasets/background_noise\bg_bg_session_29_1195.wav,background_noise,-20,16000,1.0,train
mix_000551,datasets/speech\speech_ref_0540.wav,datasets/other_impulse\other_imp_other_imp_session_00_0023.wav,other_impulse,-15,16000,1.0,train
mix_000552,datasets/speech\speech_speaker_session_08_0326.wav,datasets/background_noise\bg_bg_session_05_0225.wav,background_noise,0,16000,1.0,train
mix_000553,datasets/speech\speech_speaker_session_09_0365.wav,datasets/gunshot\gun_C3GD-Dataset_1-ny_gravel_pit-savage_223-JON-bqarLMmM7cLJ-16_w0.wav,gunshot,-20,16000,1.0,train
mix_000554,datasets/speech\speech_ref_1117.wav,datasets/background_noise\bg_bg_session_24_0990.wav,background_noise,10,16000,1.0,train
mix_000555,datasets/speech\speech_ref_0943.wav,datasets/gunshot\gun_C3GD-Dataset_3-ny_gravel_pit-ruger_lcp_380ACP-DAVE-2TVNSmcBPJym-1_w0.wav,gunshot,0,16000,1.0,train
mix_000556,datasets/speech\speech_speaker_session_13_0541.wav,datasets/other_impulse\other_imp_other_imp_session_17_0698.wav,other_impulse,20,16000,1.0,train
mix_000557,datasets/speech\speech_speaker_session_08_0342.wav,datasets/gunshot\gun_C3GD-Dataset_15-oh_farm-sig_P320-BOB-0xPxL0niRcMJ-16_w0.wav,gunshot,10,16000,1.0,train
mix_000558,datasets/speech\speech_speaker_session_12_0489.wav,datasets/gunshot\gun_C3GD-Dataset_15-oh_farm-hk_P30L-BOB-1yIuC40sRNc6-6_w0.wav,gunshot,-15,16000,1.0,train
mix_000559,datasets/speech\speech_ref_0765.wav,datasets/other_impulse\other_imp_other_imp_session_22_0894.wav,other_impulse,20,16000,1.0,train
mix_000560,datasets/speech\speech_speaker_session_01_0057.wav,datasets/other_impulse\other_impulse_0408.wav,other_impulse,-10,16000,1.0,train
mix_000561,datasets/speech\speech_speaker_session_08_0320.wav,datasets/gunshot\gun_C3GD-Dataset_10-oh_farm-spike_m4_556-PIXEL-IwgLphM2NQaw-75_w0.wav,gunshot,-15,16000,1.0,train
mix_000562,datasets/speech\speech_speaker_session_02_0118.wav,datasets/gunshot\gun_C3GD-Dataset_11-nj_farm-savage_mh110-ERIN-TZeme1kqdhzL-14_w0.wav,gunshot,-15,16000,1.0,train
mix_000563,datasets/speech\speech_speaker_session_23_0951.wav,datasets/gunshot\gun_C3GD-Dataset_3-ny_gravel_pit-ruger_lcp_380ACP-JON-Wjpg9aiaTIsb-0_w0.wav,gunshot,-5,16000,1.0,train
mix_000564,datasets/speech\speech_ref_0695.wav,datasets/gunshot\gun_C3GD-Dataset_0-oh_farm-czusa_457-ALICE-YY7ceD4oezbr-3_w0.wav,gunshot,20,16000,1.0,train
mix_000565,datasets/speech\speech_speaker_session_05_0200.wav,datasets/gunshot\gun_C3GD-Dataset_12-oh_farm-norinco_sks-DAVE-10CqWRilQLT1-3_w0.wav,gunshot,10,16000,1.0,train
mix_000566,datasets/speech\speech_ref_1123.wav,datasets/other_impulse\other_imp_other_imp_session_00_0008.wav,other_impulse,-15,16000,1.0,train
mix_000567,datasets/speech\speech_ref_0243.wav,datasets/gunshot\gun_C3GD-Dataset_11-nj_farm-savage_mh110-ERIN-TZeme1kqdhzL-18_w0.wav,gunshot,10,16000,1.0,train
mix_000568,datasets/speech\speech_ref_0373.wav,datasets/gunshot\gun_C3GD-Dataset_10-oh_farm-hk_MR556-ALICE-epczwDkQOJGc-7_w0.wav,gunshot,-20,16000,1.0,train
mix_000569,datasets/speech\speech_ref_1069.wav,datasets/gunshot\gun_C3GD-Dataset_10-oh_farm-hk_MR556-PIXEL-qvFs07XmzXK0-3_w0.wav,gunshot,-15,16000,1.0,train
mix_000570,datasets/speech\speech_speaker_session_23_0927.wav,datasets/gunshot\gun_C3GD-Dataset_15-oh_farm-steyr_C9A2-ALICE-ufhIjojXvD6z-7_w0.wav,gunshot,-15,16000,1.0,train
mix_000571,datasets/speech\speech_ref_1170.wav,datasets/gunshot\gun_C3GD-Dataset_2-oh_farm-custom_ar15_300BLK-ALICE-EmUfikHTAf0o-52_w0.wav,gunshot,-20,16000,1.0,train
mix_000572,datasets/speech\speech_ref_0169.wav,datasets/gunshot\gun_C3GD-Dataset_11-nj_farm-savage_mh110-DAVE-3fPPqTzCQ1WZ-5_w0.wav,gunshot,-10,16000,1.0,train
mix_000573,datasets/speech\speech_ref_1134.wav,datasets/background_noise\bg_noise_0756.wav,background_noise,-20,16000,1.0,train
mix_000574,datasets/speech\speech_speaker_session_05_0234.wav,datasets/background_noise\bg_noise_1048.wav,background_noise,-20,16000,1.0,train
mix_000575,datasets/speech\speech_ref_0157.wav,datasets/gunshot\gun_C3GD-Dataset_0-oh_farm-marlin_gfm60-ALICE-6CPZIphrIzdl-1_w0.wav,gunshot,15,16000,1.0,train
mix_000576,datasets/speech\speech_speaker_session_16_0664.wav,datasets/gunshot\gun_C3GD-Dataset_13-oh_farm-lmt_ar10-PIXEL-R4Eu8tFn3QLJ-24_w0.wav,gunshot,20,16000,1.0,train
mix_000577,datasets/speech\speech_ref_0134.wav,datasets/other_impulse\other_impulse_0074.wav,other_impulse,0,16000,1.0,train
mix_000578,datasets/speech\speech_ref_0344.wav,datasets/gunshot\gun_C3GD-Dataset_0-oh_farm-marlin_gfm60-ERIN-4KUnpSm0eest-12_w0.wav,gunshot,5,16000,1.0,train
mix_000579,datasets/speech\speech_speaker_session_07_0287.wav,datasets/background_noise\bg_noise_0879.wav,background_noise,0,16000,1.0,train
mix_000580,datasets/speech\speech_ref_0601.wav,datasets/background_noise\bg_noise_0734.wav,background_noise,-20,16000,1.0,train
mix_000581,datasets/speech\speech_ref_0552.wav,datasets/gunshot\gun_C3GD-Dataset_13-oh_farm-lmt_ar10-ALICE-RHHeuXPO7N5v-31_w0.wav,gunshot,10,16000,1.0,train
mix_000582,datasets/speech\speech_speaker_session_03_0136.wav,datasets/gunshot\gun_C3GD-Dataset_10-oh_farm-spike_m4_556-ERIN-8XJ3dMdwafQw-63_w0.wav,gunshot,20,16000,1.0,train
mix_000583,datasets/speech\speech_speaker_session_03_0133.wav,datasets/background_noise\bg_bg_session_26_1046.wav,background_noise,0,16000,1.0,train
mix_000584,datasets/speech\speech_speaker_session_20_0802.wav,datasets/other_impulse\other_impulse_1047.wav,other_impulse,-15,16000,1.0,train
mix_000585,datasets/speech\speech_ref_0984.wav,datasets/gunshot\gun_C3GD-Dataset_3-ny_gravel_pit-ruger_lcp_380ACP-BOB-yLr0oPUfbSAa-23_w0.wav,gunshot,15,16000,1.0,train
mix_000586,datasets/speech\speech_speaker_session_17_0709.wav,datasets/gunshot\gun_C3GD-Dataset_3-ny_gravel_pit-ruger_lcp_380ACP-ERIN-7WYYO4zK0hPS-41_w0.wav,gunshot,5,16000,1.0,train
mix_000587,datasets/speech\speech_ref_0782.wav,datasets/background_noise\bg_bg_session_22_0908.wav,background_noise,15,16000,1.0,train
mix_000588,datasets/speech\speech_speaker_session_10_0426.wav,datasets/other_impulse\other_impulse_0887.wav,other_impulse,-10,16000,1.0,train
mix_000589,datasets/speech\speech_ref_0196.wav,datasets/gunshot\gun_C3GD-Dataset_15-nj_farm-sig_p365-BOB-uY5xiJ1efHpq-38_w0.wav,gunshot,-10,16000,1.0,train
mix_000590,datasets/speech\speech_ref_0811.wav,datasets/gunshot\gun_C3GD-Dataset_10-oh_farm-spike_m4_556-BOB-jQ17j9hZCGf9-21_w0.wav,gunshot,-15,16000,1.0,train
mix_000591,datasets/speech\speech_speaker_session_22_0890.wav,datasets/other_impulse\other_impulse_1002.wav,other_impulse,-15,16000,1.0,train
mix_000592,datasets/speech\speech_ref_0219.wav,datasets/gunshot\gun_C3GD-Dataset_10-ny_gravel_pit-sw_mp15-CAROL-01Wi0Q1SxFPx-28_w0.wav,gunshot,20,16000,1.0,train
mix_000593,datasets/speech\speech_ref_1079.wav,datasets/background_noise\bg_bg_session_01_0042.wav,background_noise,-20,16000,1.0,train
mix_000594,datasets/speech\speech_ref_0854.wav,datasets/background_noise\bg_bg_session_05_0201.wav,background_noise,-5,16000,1.0,train
mix_000595,datasets/speech\speech_speaker_session_18_0750.wav,datasets/background_noise\bg_bg_session_18_0753.wav,background_noise,15,16000,1.0,train
mix_000596,datasets/speech\speech_ref_0018.wav,datasets/gunshot\gun_C3GD-Dataset_15-nj_farm-sig_p365-BOB-Q0eIMamzx0DO-24_w0.wav,gunshot,10,16000,1.0,train
mix_000597,datasets/speech\speech_ref_0829.wav,datasets/gunshot\gun_BoltAction22_Zoom_ZM_124B_S01_w0.wav,gunshot,-10,16000,1.0,train
mix_000598,datasets/speech\speech_ref_1182.wav,datasets/background_noise\bg_bg_session_14_0579.wav,background_noise,20,16000,1.0,train
mix_000599,datasets/speech\speech_ref_0903.wav,datasets/other_impulse\other_imp_other_imp_session_28_1143.wav,other_impulse,10,16000,1.0,train
mix_000600,datasets/speech\speech_ref_0924.wav,datasets/gunshot\gun_C3GD-Dataset_10-ny_gravel_pit-sw_mp15-BOB-wfJLijD81RAC-24_w0.wav,gunshot,5,16000,1.0,train
mix_000601,datasets/speech\speech_ref_0794.wav,datasets/gunshot\gun_C3GD-Dataset_10-oh_farm-spike_m4_556-ALICE-0D30t3lA0dYO-5_w0.wav,gunshot,10,16000,1.0,train
mix_000602,datasets/speech\speech_speaker_session_29_1189.wav,datasets/gunshot\gun_C3GD-Dataset_12-oh_farm-norinco_sks-ALICE-MLFY3TErS9EO-19_w0.wav,gunshot,0,16000,1.0,train
mix_000603,datasets/speech\speech_ref_1125.wav,datasets/background_noise\bg_noise_0076.wav,background_noise,5,16000,1.0,train
mix_000604,datasets/speech\speech_speaker_session_09_0397.wav,datasets/background_noise\bg_noise_0756.wav,background_noise,20,16000,1.0,train
mix_000605,datasets/speech\speech_ref_0766.wav,datasets/background_noise\bg_bg_session_21_0862.wav,background_noise,-10,16000,1.0,train
mix_000606,datasets/speech\speech_ref_0825.wav,datasets/gunshot\gun_C3GD-Dataset_10-ny_gravel_pit-sw_mp15-BOB-CYijh1jcEQ6Y-4_w0.wav,gunshot,20,16000,1.0,train
mix_000607,datasets/speech\speech_speaker_session_03_0138.wav,datasets/background_noise\bg_bg_session_18_0752.wav,background_noise,10,16000,1.0,train
mix_000608,datasets/speech\speech_speaker_session_16_0653.wav,datasets/background_noise\bg_bg_session_28_1129.wav,background_noise,15,16000,1.0,train
mix_000609,datasets/speech\speech_speaker_session_24_0976.wav,datasets/gunshot\gun_C3GD-Dataset_11-nj_farm-savage_mh110-ALICE-X1fRvwEQOSNS-0_w0.wav,gunshot,0,16000,1.0,train
mix_000610,datasets/speech\speech_speaker_session_10_0417.wav,datasets/gunshot\gun_C3GD-Dataset_12-oh_farm-norinco_sks-ERIN-KvP1tQktbMsn-11_w0.wav,gunshot,-15,16000,1.0,train
mix_000611,datasets/speech\speech_ref_0885.wav,datasets/other_impulse\other_impulse_0661.wav,other_impulse,15,16000,1.0,train
mix_000612,datasets/speech\speech_ref_0144.wav,datasets/background_noise\bg_bg_session_03_0130.wav,background_noise,5,16000,1.0,train
mix_000613,datasets/speech\speech_speaker_session_26_1076.wav,datasets/gunshot\gun_C3GD-Dataset_1-ny_gravel_pit-savage_223-BOB-KJSHtpTSf1RZ-5_w0.wav,gunshot,0,16000,1.0,train
mix_000614,datasets/speech\speech_speaker_session_20_0812.wav,datasets/other_impulse\other_impulse_0837.wav,other_impulse,0,16000,1.0,train
mix_000615,datasets/speech\speech_ref_0724.wav,datasets/other_impulse\other_imp_other_imp_session_15_0602.wav,other_impulse,-5,16000,1.0,train
mix_000616,datasets/speech\speech_speaker_session_13_0530.wav,datasets/gunshot\gun_C3GD-Dataset_2-oh_farm-custom_ar15_300BLK-BOB-JLX6vf3udb1F-59_w0.wav,gunshot,5,16000,1.0,train
mix_000617,datasets/speech\speech_speaker_session_10_0436.wav,datasets/other_impulse\other_imp_other_imp_session_02_0094.wav,other_impulse,15,16000,1.0,train
mix_000618,datasets/speech\speech_speaker_session_17_0707.wav,datasets/gunshot\gun_C3GD-Dataset_1-ny_gravel_pit-savage_223-ALICE-zNHc0efQT0kF-36_w0.wav,gunshot,20,16000,1.0,train
mix_000619,datasets/speech\speech_ref_0799.wav,datasets/gunshot\gun_C3GD-Dataset_10-oh_farm-spike_m4_556-ALICE-0D30t3lA0dYO-13_w0.wav,gunshot,-10,16000,1.0,train
mix_000620,datasets/speech\speech_speaker_session_20_0813.wav,datasets/background_noise\bg_bg_session_02_0104.wav,background_noise,10,16000,1.0,train
mix_000621,datasets/speech\speech_speaker_session_09_0391.wav,datasets/background_noise\bg_bg_session_09_0391.wav,background_noise,-5,16000,1.0,train
mix_000622,datasets/speech\speech_ref_0096.wav,datasets/other_impulse\other_impulse_0472.wav,other_impulse,5,16000,1.0,train
mix_000623,datasets/speech\speech_ref_0911.wav,datasets/other_impulse\other_imp_other_imp_session_20_0819.wav,other_impulse,-20,16000,1.0,train
mix_000624,datasets/speech\speech_ref_0979.wav,datasets/gunshot\gun_C3GD-Dataset_13-oh_farm-lmt_ar10-ALICE-RHHeuXPO7N5v-31_w0.wav,gunshot,-20,16000,1.0,train
mix_000625,datasets/speech\speech_ref_0342.wav,datasets/other_impulse\other_imp_other_imp_session_29_1169.wav,other_impulse,10,16000,1.0,train
mix_000626,datasets/speech\speech_speaker_session_25_1035.wav,datasets/gunshot\gun_C3GD-Dataset_11-nj_farm-savage_mh110-DAVE-3fPPqTzCQ1WZ-33_w0.wav,gunshot,-15,16000,1.0,train
mix_000627,datasets/speech\speech_speaker_session_15_0620.wav,datasets/gunshot\gun_C3GD-Dataset_1-ny_gravel_pit-savage_223-CAROL-cF2UUwwEe48n-22_w0.wav,gunshot,20,16000,1.0,train
mix_000628,datasets/speech\speech_ref_0346.wav,datasets/gunshot\gun_C3GD-Dataset_10-oh_farm-hk_MR556-ALICE-epczwDkQOJGc-19_w0.wav,gunshot,10,16000,1.0,train
mix_000629,datasets/speech\speech_speaker_session_29_1167.wav,datasets/gunshot\gun_C3GD-Dataset_3-ny_gravel_pit-ruger_lcp_380ACP-ALICE-Zp9eQutkJS4y-42_w0.wav,gunshot,-20,16000,1.0,train
mix_000630,datasets/speech\speech_speaker_session_29_1164.wav,datasets/background_noise\bg_noise_1132.wav,background_noise,0,16000,1.0,train
mix_000631,datasets/speech\speech_ref_0289.wav,datasets/background_noise\bg_noise_0324.wav,background_noise,-20,16000,1.0,train
mix_000632,datasets/speech\speech_ref_0919.wav,datasets/gunshot\gun_C3GD-Dataset_10-ny_gravel_pit-sw_mp15-DAVE-3xb6NwNyAzbC-19_w0.wav,gunshot,20,16000,1.0,train
mix_000633,datasets/speech\speech_speaker_session_09_0378.wav,datasets/gunshot\gun_C3GD-Dataset_15-oh_farm-sig_P320-ALICE-xbRU1Oiy72TW-6_w0.wav,gunshot,5,16000,1.0,train
mix_000634,datasets/speech\speech_speaker_session_23_0933.wav,datasets/gunshot\gun_C3GD-Dataset_2-oh_farm-custom_ar15_300BLK-ALICE-QBdIBdZ0p0dz-5_w0.wav,gunshot,-15,16000,1.0,train
mix_000635,datasets/speech\speech_ref_0624.wav,datasets/other_impulse\other_impulse_1115.wav,other_impulse,-15,16000,1.0,train
mix_000636,datasets/speech\speech_speaker_session_21_0878.wav,datasets/gunshot\gun_C3GD-Dataset_3-ny_gravel_pit-ruger_lcp_380ACP-CAROL-JL5HJFTpJ6Ky-41_w0.wav,gunshot,-10,16000,1.0,train
mix_000637,datasets/speech\speech_ref_0730.wav,datasets/other_impulse\other_imp_other_imp_session_21_0840.wav,other_impulse,10,16000,1.0,train
mix_000638,datasets/speech\speech_speaker_session_13_0539.wav,datasets/background_noise\bg_noise_0026.wav,background_noise,-20,16000,1.0,train
mix_000639,datasets/speech\speech_ref_1148.wav,datasets/gunshot\gun_C3GD-Dataset_15-oh_farm-steyr_C9A2-BOB-0al9rCujzr1y-14_w0.wav,gunshot,-10,16000,1.0,train
mix_000640,datasets/speech\speech_speaker_session_04_0195.wav,datasets/gunshot\gun_C3GD-Dataset_10-oh_farm-hk_MR556-ALICE-1r0HioVaKJ1H-16_w0.wav,gunshot,0,16000,1.0,train
mix_000641,datasets/speech\speech_speaker_session_14_0561.wav,datasets/gunshot\gun_C3GD-Dataset_10-oh_farm-spike_m4_556-BOB-Mjt4Wualmk2E-3_w0.wav,gunshot,5,16000,1.0,train
mix_000642,datasets/speech\speech_ref_0176.wav,datasets/gunshot\gun_C3GD-Dataset_15-oh_farm-hk_P2000-BOB-KxBE7JEPn5Ik-5_w0.wav,gunshot,5,16000,1.0,train
mix_000643,datasets/speech\speech_speaker_session_03_0137.wav,datasets/gunshot\gun_C3GD-Dataset_12-oh_farm-norinco_sks-ALICE-CGQDN3Sb9qo5-21_w0.wav,gunshot,15,16000,1.0,train
mix_000644,datasets/speech\speech_speaker_session_04_0188.wav,datasets/gunshot\gun_C3GD-Dataset_10-oh_farm-spike_m4_556-ERIN-8XJ3dMdwafQw-62_w0.wav,gunshot,-5,16000,1.0,train
mix_000645,datasets/speech\speech_ref_0351.wav,datasets/background_noise\bg_noise_0023.wav,background_noise,-5,16000,1.0,train
mix_000646,datasets/speech\speech_speaker_session_18_0728.wav,datasets/background_noise\bg_noise_1030.wav,background_noise,-15,16000,1.0,train
mix_000647,datasets/speech\speech_ref_0461.wav,datasets/gunshot\gun_C3GD-Dataset_0-oh_farm-czusa_457-ALICE-YY7ceD4oezbr-4_w0.wav,gunshot,-15,16000,1.0,train
mix_000648,datasets/speech\speech_speaker_session_12_0481.wav,datasets/gunshot\gun_C3GD-Dataset_0-oh_farm-marlin_gfm60-BOB-uqJOIXU5KNyD-0_w0.wav,gunshot,15,16000,1.0,train
mix_000649,datasets/speech\speech_speaker_session_14_0588.wav,datasets/gunshot\gun_C3GD-Dataset_2-oh_farm-custom_ar15_300BLK-BOB-Nyl3u1Ql1lFU-22_w0.wav,gunshot,5,16000,1.0,train
mix_000650,datasets/speech\speech_speaker_session_18_0739.wav,datasets/gunshot\gun_C3GD-Dataset_15-oh_farm-hk_P30L-ERIN-dOdR2LeA0Roj-1_w0.wav,gunshot,-15,16000,1.0,train
mix_000651,datasets/speech\speech_speaker_session_23_0920.wav,datasets/other_impulse\other_impulse_0380.wav,other_impulse,5,16000,1.0,train
