sample_id,source_group,category,class_label,filepath,duration,sample_rate,channels,peak_amplitude,rms_energy,crest_factor,label_idx
bg_bg_session_19_0781,bg_session_19,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_19_0781.wav,1.0,16000,1,0.6001393235692352,0.1141290832689268,5.2584254056509785,2
bg_bg_session_19_0782,bg_session_19,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_19_0782.wav,1.0,16000,1,0.4444453030558129,0.1134537293572542,3.9174143185911214,2
bg_bg_session_19_0783,bg_session_19,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_19_0783.wav,1.0,16000,1,0.4507290672355111,0.1132394968108529,3.980316410140997,2
bg_bg_session_19_0784,bg_session_19,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_19_0784.wav,1.0,16000,1,0.4174650188416774,0.1132424012022098,3.686472359690721,2
bg_bg_session_19_0785,bg_session_19,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_19_0785.wav,1.0,16000,1,0.4569416020708146,0.1131182853644946,4.0395021919172125,2
bg_bg_session_19_0786,bg_session_19,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_19_0786.wav,1.0,16000,1,0.5397528232826224,0.11277820605167,4.785967026072936,2
bg_bg_session_19_0787,bg_session_19,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_19_0787.wav,1.0,16000,1,0.4729000635915418,0.1134978328538096,4.16659957318007,2
bg_bg_session_19_0788,bg_session_19,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_19_0788.wav,1.0,16000,1,0.5040984223078515,0.1129898200825528,4.461449512221995,2
bg_bg_session_19_0789,bg_session_19,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_19_0789.wav,1.0,16000,1,0.4548829240454543,0.1119125343158887,4.064628561758758,2
bg_bg_session_19_0790,bg_session_19,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_19_0790.wav,1.0,16000,1,0.5982746651579741,0.1125090256615476,5.317569932407192,2
bg_bg_session_19_0791,bg_session_19,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_19_0791.wav,1.0,16000,1,0.4168620969010453,0.1125461377344153,3.703921505023435,2
bg_bg_session_19_0792,bg_session_19,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_19_0792.wav,1.0,16000,1,0.4589090857752655,0.1128791543728645,4.065489750255313,2
bg_bg_session_19_0793,bg_session_19,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_19_0793.wav,1.0,16000,1,0.4684573179801394,0.1123538652218353,4.1694807326868,2
bg_bg_session_19_0794,bg_session_19,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_19_0794.wav,1.0,16000,1,0.4417078825748085,0.1147589916214839,3.84900422915597,2
bg_bg_session_19_0795,bg_session_19,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_19_0795.wav,1.0,16000,1,0.4503269593123709,0.1136588186012808,3.962093968891179,2
bg_bg_session_19_0796,bg_session_19,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_19_0796.wav,1.0,16000,1,0.422105009714587,0.113814718346894,3.708702870405842,2
bg_bg_session_19_0797,bg_session_19,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_19_0797.wav,1.0,16000,1,0.442673932214596,0.1127987771050385,3.924456490851953,2
bg_bg_session_19_0798,bg_session_19,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_19_0798.wav,1.0,16000,1,0.461818033463736,0.1131920407769797,4.079951112235327,2
bg_bg_session_19_0799,bg_session_19,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_19_0799.wav,1.0,16000,1,0.4455336865613086,0.1128790497143603,3.947000335480545,2
bg_bg_session_21_0840,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0840.wav,1.0,16000,1,0.3488345622553729,0.0662664500123354,5.2641194684375465,2
bg_bg_session_21_0841,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0841.wav,1.0,16000,1,0.3292903056011058,0.0607412040476907,5.42120059277322,2
bg_bg_session_21_0842,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0842.wav,1.0,16000,1,0.3264528390298323,0.076156845293486,4.286585071977822,2
bg_bg_session_21_0843,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0843.wav,1.0,16000,1,0.3916706360255333,0.0688777722709465,5.686458290495,2
bg_bg_session_21_0844,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0844.wav,1.0,16000,1,0.2211178202268745,0.0410651459028135,5.384560593174919,2
bg_bg_session_21_0845,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0845.wav,1.0,16000,1,0.2362405032085943,0.0522572002309568,4.520725506863109,2
bg_bg_session_21_0846,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0846.wav,1.0,16000,1,0.2985728068982256,0.0579872567253845,5.148937409176451,2
bg_bg_session_21_0847,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0847.wav,1.0,16000,1,0.3066378198370054,0.0477193718870827,6.425854814351855,2
bg_bg_session_21_0848,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0848.wav,1.0,16000,1,0.2721860698517876,0.051362234729033,5.299341399265821,2
bg_bg_session_21_0849,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0849.wav,1.0,16000,1,0.2759917677290024,0.0546442160608248,5.050703205527955,2
bg_bg_session_21_0850,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0850.wav,1.0,16000,1,0.2688352744444507,0.0508931219077554,5.28234880360121,2
bg_bg_session_21_0851,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0851.wav,1.0,16000,1,0.3102545498204592,0.0599243780107114,5.177433764780398,2
bg_bg_session_21_0852,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0852.wav,1.0,16000,1,0.2419931748009582,0.0514298862056656,4.705301636877494,2
bg_bg_session_21_0853,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0853.wav,1.0,16000,1,0.3567996536644798,0.0609843631346441,5.85067346476975,2
bg_bg_session_21_0854,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0854.wav,1.0,16000,1,0.3767911356411698,0.0554706833495773,6.792616296800634,2
bg_bg_session_21_0855,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0855.wav,1.0,16000,1,0.4001529354752662,0.0864193577865351,4.630361754828914,2
bg_bg_session_21_0856,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0856.wav,1.0,16000,1,0.2767640029587782,0.060780437166912,4.553503895730539,2
bg_bg_session_21_0857,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0857.wav,1.0,16000,1,0.2999420095505183,0.0521267278584088,5.754091314235829,2
bg_bg_session_21_0858,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0858.wav,1.0,16000,1,0.4053382633418842,0.0685830789182926,5.910178000655368,2
bg_bg_session_21_0859,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0859.wav,1.0,16000,1,0.308563138418839,0.0543264497302652,5.679794706868012,2
bg_bg_session_21_0860,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0860.wav,1.0,16000,1,0.2296246960541296,0.0490240948519917,4.683914101999158,2
bg_bg_session_21_0861,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0861.wav,1.0,16000,1,0.3043478687520792,0.0555534740678493,5.478465911883561,2
bg_bg_session_21_0862,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0862.wav,1.0,16000,1,0.3411469041719853,0.0635693085183072,5.366533921135856,2
bg_bg_session_21_0863,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0863.wav,1.0,16000,1,0.3676253672439777,0.0835789427170139,4.398540006701246,2
bg_bg_session_21_0864,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0864.wav,1.0,16000,1,0.4204986412314736,0.0633182230607906,6.641035621252429,2
bg_bg_session_21_0865,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0865.wav,1.0,16000,1,0.2766486573272091,0.0526757575965859,5.251915063600126,2
bg_bg_session_21_0866,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0866.wav,1.0,16000,1,0.3033279472685405,0.0620895360795957,4.885330404569057,2
bg_bg_session_21_0867,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0867.wav,1.0,16000,1,0.1859441133393098,0.0433285405175157,4.29149166354275,2
bg_bg_session_21_0868,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0868.wav,1.0,16000,1,0.4183999976371425,0.0820562770771463,5.098938942286992,2
bg_bg_session_21_0869,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0869.wav,1.0,16000,1,0.3530502066769225,0.066536992904009,5.306073181358313,2
bg_bg_session_21_0870,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0870.wav,1.0,16000,1,0.2450780445197529,0.0475909519831565,5.149676205462949,2
bg_bg_session_21_0871,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0871.wav,1.0,16000,1,0.274232178896814,0.0569452848569153,4.815712686814047,2
bg_bg_session_21_0872,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0872.wav,1.0,16000,1,0.3131497814958118,0.0646711229787939,4.84218796040724,2
bg_bg_session_21_0873,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0873.wav,1.0,16000,1,0.3492110412877027,0.0645474656743002,5.410142498054992,2
bg_bg_session_21_0874,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0874.wav,1.0,16000,1,0.3487345909499393,0.0628155464243181,5.551723343724642,2
bg_bg_session_21_0875,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0875.wav,1.0,16000,1,0.3589537435425027,0.0634434818743147,5.657849732697738,2
bg_bg_session_21_0876,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0876.wav,1.0,16000,1,0.2373232067140104,0.0573387914792061,4.138963504496608,2
bg_bg_session_21_0877,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0877.wav,1.0,16000,1,0.3281239748828368,0.0633046548812559,5.1832511158272006,2
bg_bg_session_21_0878,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0878.wav,1.0,16000,1,0.3387087710458636,0.056344317063014,6.0114085783127775,2
bg_bg_session_21_0879,bg_session_21,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_21_0879.wav,1.0,16000,1,0.3533770133017436,0.0711461522076371,4.966916026621754,2
bg_bg_session_22_0880,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0880.wav,1.0,16000,1,0.3532421346307746,0.123129723698268,2.8688613547756203,2
bg_bg_session_22_0881,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0881.wav,1.0,16000,1,0.3679189171790566,0.1237085887229959,2.9740771537060917,2
bg_bg_session_22_0882,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0882.wav,1.0,16000,1,0.3489475639225126,0.1219476084269931,2.861454519765128,2
bg_bg_session_22_0883,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0883.wav,1.0,16000,1,0.3778079549879892,0.1216142814519749,3.1066081993922925,2
bg_bg_session_22_0884,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0884.wav,1.0,16000,1,0.3529825052408177,0.1228315375010399,2.873712107533525,2
bg_bg_session_22_0885,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0885.wav,1.0,16000,1,0.3488264205672652,0.1220368459824984,2.8583694471553014,2
bg_bg_session_22_0886,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0886.wav,1.0,16000,1,0.3312603747753611,0.1225854446641089,2.7022812427708764,2
bg_bg_session_22_0887,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0887.wav,1.0,16000,1,0.3452741315176116,0.1248629779575117,2.7652240040507534,2
bg_bg_session_22_0888,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0888.wav,1.0,16000,1,0.3634427315263289,0.1245683305639251,2.91761718813152,2
bg_bg_session_22_0889,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0889.wav,1.0,16000,1,0.3690287851077872,0.1222059752959219,3.019727587107813,2
bg_bg_session_22_0890,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0890.wav,1.0,16000,1,0.3283921517369753,0.1240157240531771,2.6479878077096477,2
bg_bg_session_22_0891,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0891.wav,1.0,16000,1,0.3525659308519143,0.1233893352815405,2.857345016682403,2
bg_bg_session_22_0892,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0892.wav,1.0,16000,1,0.3358077900683139,0.1233489689866845,2.7224205082764743,2
bg_bg_session_22_0893,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0893.wav,1.0,16000,1,0.3751992005615347,0.1228609743565164,3.053851493430871,2
bg_bg_session_22_0894,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0894.wav,1.0,16000,1,0.3512480940874197,0.1229467329262934,2.85691256008297,2
bg_bg_session_22_0895,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0895.wav,1.0,16000,1,0.3424745550363945,0.123406745716297,2.7751686125167905,2
bg_bg_session_22_0896,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0896.wav,1.0,16000,1,0.3587872084458574,0.1226665238537394,2.924898887855222,2
bg_bg_session_22_0897,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0897.wav,1.0,16000,1,0.3349640281987334,0.1240387758338176,2.700478128248572,2
bg_bg_session_22_0898,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0898.wav,1.0,16000,1,0.3482454840792941,0.1221919301846901,2.84998735229942,2
bg_bg_session_22_0899,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0899.wav,1.0,16000,1,0.3415889185177316,0.1233344934558091,2.769613603221123,2
bg_bg_session_22_0900,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0900.wav,1.0,16000,1,0.3407519746400449,0.1229910157673591,2.7705433995207627,2
bg_bg_session_22_0901,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0901.wav,1.0,16000,1,0.343848859670425,0.12431317524361,2.7659886519406816,2
bg_bg_session_22_0902,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0902.wav,1.0,16000,1,0.3431724268973197,0.1235411979028669,2.777797244520515,2
bg_bg_session_22_0903,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0903.wav,1.0,16000,1,0.3534453972747758,0.1228569489413318,2.8768854472749674,2
bg_bg_session_22_0904,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0904.wav,1.0,16000,1,0.3710469711308393,0.1233629455901144,3.007766548360589,2
bg_bg_session_22_0905,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0905.wav,1.0,16000,1,0.3452470939311957,0.1239384717176411,2.7856327522047897,2
bg_bg_session_22_0906,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0906.wav,1.0,16000,1,0.3842424916709777,0.1224780669105078,3.1372348534810497,2
bg_bg_session_22_0907,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0907.wav,1.0,16000,1,0.3759592147282244,0.1242622356466229,3.025530504231974,2
bg_bg_session_22_0908,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0908.wav,1.0,16000,1,0.3427638368170655,0.124638028522291,2.7500740615054178,2
bg_bg_session_22_0909,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0909.wav,1.0,16000,1,0.3626661738452951,0.1230351483473697,2.9476629177927025,2
bg_bg_session_22_0910,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0910.wav,1.0,16000,1,0.3542387689855199,0.1229318516665295,2.8815863046672465,2
bg_bg_session_22_0911,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0911.wav,1.0,16000,1,0.3457447512726891,0.1226444983571926,2.8190805760803777,2
bg_bg_session_22_0912,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0912.wav,1.0,16000,1,0.3332241604222944,0.1241727456155294,2.6835529160200124,2
bg_bg_session_22_0913,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0913.wav,1.0,16000,1,0.3756214725625533,0.1239489044556109,3.0304539108898143,2
bg_bg_session_22_0914,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0914.wav,1.0,16000,1,0.3299686789952233,0.1220259539639844,2.7040858213798864,2
bg_bg_session_22_0915,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0915.wav,1.0,16000,1,0.3397381121601485,0.1234061425635165,2.7530078938753646,2
bg_bg_session_22_0916,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0916.wav,1.0,16000,1,0.3464098595231931,0.1218954218368526,2.841860882751006,2
bg_bg_session_22_0917,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0917.wav,1.0,16000,1,0.3222049971381784,0.1241829315851674,2.5945994918891757,2
bg_bg_session_22_0918,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0918.wav,1.0,16000,1,0.3448767814925146,0.1231942762114868,2.7994543586255847,2
bg_bg_session_22_0919,bg_session_22,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_22_0919.wav,1.0,16000,1,0.3526920452757918,0.1233882679104728,2.858391828206692,2
bg_bg_session_25_1000,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1000.wav,1.0,16000,1,0.393259152621364,0.1637563056705354,2.4014899884079584,2
bg_bg_session_25_1001,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1001.wav,1.0,16000,1,0.3919664256723486,0.1641237159616035,2.388237431095419,2
bg_bg_session_25_1002,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1002.wav,1.0,16000,1,0.4305835258683748,0.1642853638451357,2.620948632190874,2
bg_bg_session_25_1003,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1003.wav,1.0,16000,1,0.3514505885904368,0.1645203267679144,2.1362136468649537,2
bg_bg_session_25_1004,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1004.wav,1.0,16000,1,0.4365063221295798,0.1627685213259296,2.681761140029669,2
bg_bg_session_25_1005,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1005.wav,1.0,16000,1,0.3904650721428071,0.1660891533895904,2.350936473964318,2
bg_bg_session_25_1006,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1006.wav,1.0,16000,1,0.3828392557518355,0.1629991749224378,2.3487188352138526,2
bg_bg_session_25_1007,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1007.wav,1.0,16000,1,0.4411062008306481,0.1639415504986817,2.69063073139526,2
bg_bg_session_25_1008,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1008.wav,1.0,16000,1,0.3663756426414452,0.1637235850286256,2.2377693488674466,2
bg_bg_session_25_1009,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1009.wav,1.0,16000,1,0.4939620159256686,0.1612038722376124,3.0642066994241177,2
bg_bg_session_25_1010,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1010.wav,1.0,16000,1,0.4942465790283388,0.1644371375827359,3.005686891884698,2
bg_bg_session_25_1011,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1011.wav,1.0,16000,1,0.3782336782883254,0.1644031750170831,2.300646901999029,2
bg_bg_session_25_1012,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1012.wav,1.0,16000,1,0.4222503769224353,0.166336213718698,2.538535308078957,2
bg_bg_session_25_1013,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1013.wav,1.0,16000,1,0.4287836396231206,0.1633810152066387,2.6244396439599385,2
bg_bg_session_25_1014,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1014.wav,1.0,16000,1,0.4195522005893342,0.1652036391010908,2.539606133836689,2
bg_bg_session_25_1015,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1015.wav,1.0,16000,1,0.4761745424557126,0.162738823527476,2.9260043969487937,2
bg_bg_session_25_1016,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1016.wav,1.0,16000,1,0.4348885681783787,0.165327261403085,2.6304708502572165,2
bg_bg_session_25_1017,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1017.wav,1.0,16000,1,0.4060300145266219,0.1646135944097799,2.4665641456697185,2
bg_bg_session_25_1018,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1018.wav,1.0,16000,1,0.457584772113653,0.1664574571661144,2.7489591179289734,2
bg_bg_session_25_1019,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1019.wav,1.0,16000,1,0.4223514459644804,0.1654454387119025,2.552813929018619,2
bg_bg_session_25_1020,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1020.wav,1.0,16000,1,0.4865279850183276,0.1639587647429591,2.967379975735154,2
bg_bg_session_25_1021,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1021.wav,1.0,16000,1,0.4262633815300443,0.1654523697098199,2.5763508646877726,2
bg_bg_session_25_1022,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1022.wav,1.0,16000,1,0.4191539099778515,0.1622235350363848,2.583804403262425,2
bg_bg_session_25_1023,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1023.wav,1.0,16000,1,0.3816822612487582,0.1647927943228231,2.316134268223609,2
bg_bg_session_25_1024,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1024.wav,1.0,16000,1,0.4509059574497535,0.1625630510442961,2.773729496437619,2
bg_bg_session_25_1025,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1025.wav,1.0,16000,1,0.432502529295821,0.164158825971366,2.634658845724648,2
bg_bg_session_25_1026,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1026.wav,1.0,16000,1,0.3666021180520307,0.1660287110618027,2.2080644584111826,2
bg_bg_session_25_1027,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1027.wav,1.0,16000,1,0.3730794014111219,0.1627567191058306,2.292251776382969,2
bg_bg_session_25_1028,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1028.wav,1.0,16000,1,0.4346673060792747,0.1617804741007783,2.686772193168282,2
bg_bg_session_25_1029,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1029.wav,1.0,16000,1,0.3547478432140074,0.1632201541029808,2.1734314823393115,2
bg_bg_session_25_1030,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1030.wav,1.0,16000,1,0.4109224304774743,0.1645026595862063,2.4979681576664845,2
bg_bg_session_25_1031,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1031.wav,1.0,16000,1,0.422011121104921,0.1620104573725122,2.604838612893985,2
bg_bg_session_25_1032,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1032.wav,1.0,16000,1,0.3889121780757232,0.1625290206606383,2.3928782230158885,2
bg_bg_session_25_1033,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1033.wav,1.0,16000,1,0.404684199673446,0.1642485995029089,2.463851602142658,2
bg_bg_session_25_1034,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1034.wav,1.0,16000,1,0.4376934886502279,0.1620303446096171,2.7013055035568567,2
bg_bg_session_25_1035,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1035.wav,1.0,16000,1,0.3731847075117645,0.1641173876580512,2.27388877009443,2
bg_bg_session_25_1036,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1036.wav,1.0,16000,1,0.485138252985063,0.1632168958265843,2.972352958954604,2
bg_bg_session_25_1037,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1037.wav,1.0,16000,1,0.4589712997438754,0.166595672602737,2.755001165536417,2
bg_bg_session_25_1038,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1038.wav,1.0,16000,1,0.4204926657439768,0.1652885331321704,2.543991602658972,2
bg_bg_session_25_1039,bg_session_25,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_25_1039.wav,1.0,16000,1,0.4352342620370152,0.1650353696014726,2.637217929198083,2
bg_bg_session_26_1040,bg_session_26,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_26_1040.wav,1.0,16000,1,0.3003430848040553,0.0626630410277546,4.792985337899166,2
bg_bg_session_26_1041,bg_session_26,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_26_1041.wav,1.0,16000,1,0.3596769995359775,0.0670466627625079,5.3645764169390135,2
bg_bg_session_26_1042,bg_session_26,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_26_1042.wav,1.0,16000,1,0.2936557969082449,0.0578232039263705,5.078510462634831,2
bg_bg_session_26_1043,bg_session_26,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_26_1043.wav,1.0,16000,1,0.2030074676674628,0.0388472375833816,5.225787675992436,2
bg_bg_session_26_1044,bg_session_26,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_26_1044.wav,1.0,16000,1,0.32781963214693,0.0594129734431942,5.517642999031747,2
bg_bg_session_26_1045,bg_session_26,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_26_1045.wav,1.0,16000,1,0.316592540570365,0.0555429820693863,5.699954733710893,2
bg_bg_session_26_1046,bg_session_26,background,BACKGROUND_NOISE,data/processed\background\bg_bg_session_26_1046.wav,1.0,16000,1,0.2779445077706843,0.0621742993851231,4.470407641346313,2
