filename,uuid,label,recording_session ,timestamp,time_offset_s,device_name,device_manufacturer,device_model,microphone,firearm,caliber,latitude,longitude,gunshot_location_in_seconds,num_gunshots
79c04fcc-da8d-4250-927b-9747b4f4354c_chan0_v0,79c04fcc-da8d-4250-927b-9747b4f4354c,9mm,1,2021-11-15T12:30:06.790199-05:00,-0.050095173,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.57353741],1
79c04fcc-da8d-4250-927b-9747b4f4354c_chan1_v0,79c04fcc-da8d-4250-927b-9747b4f4354c,9mm,1,2021-11-15T12:30:06.790199-05:00,-0.050095173,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.57258503],1
79c04fcc-da8d-4250-927b-9747b4f4354c_chan2_v0,79c04fcc-da8d-4250-927b-9747b4f4354c,9mm,1,2021-11-15T12:30:06.790199-05:00,-0.050095173,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.57351474],1
79c04fcc-da8d-4250-927b-9747b4f4354c_chan3_v0,79c04fcc-da8d-4250-927b-9747b4f4354c,9mm,1,2021-11-15T12:30:06.790199-05:00,-0.050095173,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.57256236],1
79c04fcc-da8d-4250-927b-9747b4f4354c_chan4_v0,79c04fcc-da8d-4250-927b-9747b4f4354c,9mm,1,2021-11-15T12:30:06.790199-05:00,-0.050095173,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.57362812],1
79c04fcc-da8d-4250-927b-9747b4f4354c_chan5_v0,79c04fcc-da8d-4250-927b-9747b4f4354c,9mm,1,2021-11-15T12:30:06.790199-05:00,-0.050095173,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.57365079],1
79c04fcc-da8d-4250-927b-9747b4f4354c_chan6_v0,79c04fcc-da8d-4250-927b-9747b4f4354c,9mm,1,2021-11-15T12:30:06.790199-05:00,-0.050095173,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.57265306],1
79c04fcc-da8d-4250-927b-9747b4f4354c_mean_v0,79c04fcc-da8d-4250-927b-9747b4f4354c,9mm,1,2021-11-15T12:30:06.790199-05:00,-0.050095173,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.57267574],1
a264a706-edd4-436d-a0d4-ccb64421bdd7_chan0_v0,a264a706-edd4-436d-a0d4-ccb64421bdd7,9mm,1,2021-11-15T12:30:45.248957-05:00,-0.049959963,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.648322],1
a264a706-edd4-436d-a0d4-ccb64421bdd7_chan1_v0,a264a706-edd4-436d-a0d4-ccb64421bdd7,9mm,1,2021-11-15T12:30:45.248957-05:00,-0.049959963,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.64804989],1
a264a706-edd4-436d-a0d4-ccb64421bdd7_chan2_v0,a264a706-edd4-436d-a0d4-ccb64421bdd7,9mm,1,2021-11-15T12:30:45.248957-05:00,-0.049959963,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.648322],1
a264a706-edd4-436d-a0d4-ccb64421bdd7_chan3_v0,a264a706-edd4-436d-a0d4-ccb64421bdd7,9mm,1,2021-11-15T12:30:45.248957-05:00,-0.049959963,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.64818594],1
a264a706-edd4-436d-a0d4-ccb64421bdd7_chan4_v0,a264a706-edd4-436d-a0d4-ccb64421bdd7,9mm,1,2021-11-15T12:30:45.248957-05:00,-0.049959963,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.64718821],1
a264a706-edd4-436d-a0d4-ccb64421bdd7_chan5_v0,a264a706-edd4-436d-a0d4-ccb64421bdd7,9mm,1,2021-11-15T12:30:45.248957-05:00,-0.049959963,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.64725624],1
a264a706-edd4-436d-a0d4-ccb64421bdd7_chan6_v0,a264a706-edd4-436d-a0d4-ccb64421bdd7,9mm,1,2021-11-15T12:30:45.248957-05:00,-0.049959963,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.64798186],1
a264a706-edd4-436d-a0d4-ccb64421bdd7_mean_v0,a264a706-edd4-436d-a0d4-ccb64421bdd7,9mm,1,2021-11-15T12:30:45.248957-05:00,-0.049959963,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.64802721],1
d1fa442d-a890-42c4-b186-f5196099ace7_chan0_v0,d1fa442d-a890-42c4-b186-f5196099ace7,9mm,1,2021-11-15T12:30:54.353233-05:00,-0.049960914,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.64891156],1
d1fa442d-a890-42c4-b186-f5196099ace7_chan1_v0,d1fa442d-a890-42c4-b186-f5196099ace7,9mm,1,2021-11-15T12:30:54.353233-05:00,-0.049960914,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.64786848],1
d1fa442d-a890-42c4-b186-f5196099ace7_chan3_v0,d1fa442d-a890-42c4-b186-f5196099ace7,9mm,1,2021-11-15T12:30:54.353233-05:00,-0.049960914,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.6476644],1
d1fa442d-a890-42c4-b186-f5196099ace7_chan4_v0,d1fa442d-a890-42c4-b186-f5196099ace7,9mm,1,2021-11-15T12:30:54.353233-05:00,-0.049960914,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.75],1
d1fa442d-a890-42c4-b186-f5196099ace7_chan5_v0,d1fa442d-a890-42c4-b186-f5196099ace7,9mm,1,2021-11-15T12:30:54.353233-05:00,-0.049960914,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.75],1
d1fa442d-a890-42c4-b186-f5196099ace7_chan6_v0,d1fa442d-a890-42c4-b186-f5196099ace7,9mm,1,2021-11-15T12:30:54.353233-05:00,-0.049960914,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.64768707],1
d1fa442d-a890-42c4-b186-f5196099ace7_mean_v0,d1fa442d-a890-42c4-b186-f5196099ace7,9mm,1,2021-11-15T12:30:54.353233-05:00,-0.049960914,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.64868481],1
b0a13fed-0f85-467f-9355-4b6b5f88969c_chan0_v0,b0a13fed-0f85-467f-9355-4b6b5f88969c,9mm,1,2021-11-15T12:31:16.204309-05:00,-0.049954169,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.75],1
b0a13fed-0f85-467f-9355-4b6b5f88969c_chan1_v0,b0a13fed-0f85-467f-9355-4b6b5f88969c,9mm,1,2021-11-15T12:31:16.204309-05:00,-0.049954169,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.75],1
b0a13fed-0f85-467f-9355-4b6b5f88969c_chan1_v1,b0a13fed-0f85-467f-9355-4b6b5f88969c,9mm,1,2021-11-15T12:31:16.204309-05:00,-0.049954169,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.75],1
b0a13fed-0f85-467f-9355-4b6b5f88969c_chan2_v0,b0a13fed-0f85-467f-9355-4b6b5f88969c,9mm,1,2021-11-15T12:31:16.204309-05:00,-0.049954169,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.64759637],1
b0a13fed-0f85-467f-9355-4b6b5f88969c_chan3_v0,b0a13fed-0f85-467f-9355-4b6b5f88969c,9mm,1,2021-11-15T12:31:16.204309-05:00,-0.049954169,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.75],1
b0a13fed-0f85-467f-9355-4b6b5f88969c_chan3_v1,b0a13fed-0f85-467f-9355-4b6b5f88969c,9mm,1,2021-11-15T12:31:16.204309-05:00,-0.049954169,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.71424036],1
b0a13fed-0f85-467f-9355-4b6b5f88969c_chan4_v0,b0a13fed-0f85-467f-9355-4b6b5f88969c,9mm,1,2021-11-15T12:31:16.204309-05:00,-0.049954169,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.75],1
b0a13fed-0f85-467f-9355-4b6b5f88969c_chan4_v1,b0a13fed-0f85-467f-9355-4b6b5f88969c,9mm,1,2021-11-15T12:31:16.204309-05:00,-0.049954169,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.70122449],1
b0a13fed-0f85-467f-9355-4b6b5f88969c_chan5_v0,b0a13fed-0f85-467f-9355-4b6b5f88969c,9mm,1,2021-11-15T12:31:16.204309-05:00,-0.049954169,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.75],1
b0a13fed-0f85-467f-9355-4b6b5f88969c_chan6_v0,b0a13fed-0f85-467f-9355-4b6b5f88969c,9mm,1,2021-11-15T12:31:16.204309-05:00,-0.049954169,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.75],1
b0a13fed-0f85-467f-9355-4b6b5f88969c_chan6_v1,b0a13fed-0f85-467f-9355-4b6b5f88969c,9mm,1,2021-11-15T12:31:16.204309-05:00,-0.049954169,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.68730159],1
b0a13fed-0f85-467f-9355-4b6b5f88969c_mean_v0,b0a13fed-0f85-467f-9355-4b6b5f88969c,9mm,1,2021-11-15T12:31:16.204309-05:00,-0.049954169,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,[1.75],1
5ec1b4c4-e9bb-4e83-a69f-c71e322cd656_chan0_v0,5ec1b4c4-e9bb-4e83-a69f-c71e322cd656,9mm,1,2021-11-15T12:31:39.799696-05:00,-0.050175055,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,"[0.25950113 1.78868481 3.7400907  4.99328798 5.6985941  6.50714286
 7.48231293 7.92097506 9.22539683]",9
5ec1b4c4-e9bb-4e83-a69f-c71e322cd656_chan1_v0,5ec1b4c4-e9bb-4e83-a69f-c71e322cd656,9mm,1,2021-11-15T12:31:39.799696-05:00,-0.050175055,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,"[0.25857143 1.7877551  3.73929705 4.9924263  5.69848073 6.50614512
 7.35106576 7.90716553 9.22487528]",9
5ec1b4c4-e9bb-4e83-a69f-c71e322cd656_chan2_v0,5ec1b4c4-e9bb-4e83-a69f-c71e322cd656,9mm,1,2021-11-15T12:31:39.799696-05:00,-0.050175055,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,"[0.25943311 1.78866213 3.74006803 4.99324263 5.69852608 6.50664399
 7.35136054 7.92088435 9.2253288 ]",9
5ec1b4c4-e9bb-4e83-a69f-c71e322cd656_chan3_v0,5ec1b4c4-e9bb-4e83-a69f-c71e322cd656,9mm,1,2021-11-15T12:31:39.799696-05:00,-0.050175055,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,"[0.25839002 1.78770975 3.739161   4.99229025 5.6984127  6.50596372
 7.35108844 7.92004535 9.22471655]",9
5ec1b4c4-e9bb-4e83-a69f-c71e322cd656_chan4_v0,5ec1b4c4-e9bb-4e83-a69f-c71e322cd656,9mm,1,2021-11-15T12:31:39.799696-05:00,-0.050175055,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,"[0.25877551 1.78877551 3.74022676 4.99337868 5.69866213 6.50628118
 7.35142857 7.92102041 9.22507937]",9
5ec1b4c4-e9bb-4e83-a69f-c71e322cd656_chan5_v0,5ec1b4c4-e9bb-4e83-a69f-c71e322cd656,9mm,1,2021-11-15T12:31:39.799696-05:00,-0.050175055,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,"[0.25954649 1.78879819 3.74020408 4.99337868 5.69868481 6.50628118
 7.35151927 7.92108844 9.22580499]",9
5ec1b4c4-e9bb-4e83-a69f-c71e322cd656_chan6_v0,5ec1b4c4-e9bb-4e83-a69f-c71e322cd656,9mm,1,2021-11-15T12:31:39.799696-05:00,-0.050175055,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,"[0.25845805 1.78782313 3.73920635 4.99249433 5.79453515 6.50596372
 7.35111111 7.92099773 9.22492063]",9
5ec1b4c4-e9bb-4e83-a69f-c71e322cd656_mean_v0,5ec1b4c4-e9bb-4e83-a69f-c71e322cd656,9mm,1,2021-11-15T12:31:39.799696-05:00,-0.050175055,P1,Raspberry Pi,Zero W,MiniDSP UMA-8 USB Mic Array V2,Glock 17,9mm,28.34143687,-80.7817993,"[0.25947846 1.78863946 3.74006803 4.99324263 5.69857143 6.5061678
 7.35113379 7.92095238 9.22544218]",9
634b3867-947e-4884-a063-e903a674e36b_v0,634b3867-947e-4884-a063-e903a674e36b,9mm,1,2021-11-15T11:44:39.323479-05:00,-0.039244405,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Glock 17,9mm,28.34229439,-80.78160835,[1.65820862],1
e31def2b-3a48-4963-9538-b4b0f23f1bf2_v0,e31def2b-3a48-4963-9538-b4b0f23f1bf2,9mm,1,2021-11-15T11:47:17.060091-05:00,-0.039223121,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Glock 17,9mm,28.34229439,-80.78160835,[1.75],1
7299a191-0fe2-4e5f-95a0-9a96a80207b9_v0,7299a191-0fe2-4e5f-95a0-9a96a80207b9,9mm,1,2021-11-15T11:49:58.267853-05:00,-0.039336005,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Glock 17,9mm,28.34229439,-80.78160835,[1.75       3.63811791 5.5569161 ],3
1fbde55f-15ba-4137-9d20-c9ed6cbf0f06_v0,1fbde55f-15ba-4137-9d20-c9ed6cbf0f06,9mm,1,2021-11-15T11:51:31.260293-05:00,-0.038793234,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Glock 17,9mm,28.34229439,-80.78160835,[1.65902494 1.89585034 2.16884354],3
38b6848e-00da-4fd3-ac1d-5073cdbe0366_v0,38b6848e-00da-4fd3-ac1d-5073cdbe0366,9mm,1,2021-11-15T11:52:48.826665-05:00,-0.03771388,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Glock 17,9mm,28.34229439,-80.78160835,[1.64718821 2.51603175 2.96394558],3
f3c29a44-f637-4b08-9c47-e163484e267c_v0,f3c29a44-f637-4b08-9c47-e163484e267c,9mm,1,2021-11-15T11:54:31.923286-05:00,-0.039121188,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Glock 17,9mm,28.34229439,-80.78160835,[1.50097506 1.749161   1.9539229  2.15643991 2.35791383],5
e3e99cf2-0bf9-4ad1-bcba-a7cef98444a5_v0,e3e99cf2-0bf9-4ad1-bcba-a7cef98444a5,38cal,1,2021-11-15T11:58:00.943761-05:00,-0.039688331,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Smith & Wesson,.38 cal,28.34229439,-80.78160835,[1.75],1
30ef74cc-bc90-4122-8d19-4f8e7cdef53f_v0,30ef74cc-bc90-4122-8d19-4f8e7cdef53f,38cal,1,2021-11-15T11:58:21.322759-05:00,-0.040150975,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Smith & Wesson,.38 cal,28.34229439,-80.78160835,[1.75],1
680e2a10-090d-464c-bce7-b352024cc788_v0,680e2a10-090d-464c-bce7-b352024cc788,38cal,1,2021-11-15T11:58:50.833580-05:00,-0.040487129,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Smith & Wesson,.38 cal,28.34229439,-80.78160835,[1.75],1
a11c797b-dc59-4d5f-8c48-9f78ac246453_v0,a11c797b-dc59-4d5f-8c48-9f78ac246453,38cal,1,2021-11-15T11:59:30.122905-05:00,-0.04104359,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Smith & Wesson,.38 cal,28.34229439,-80.78160835,[1.75       3.43820862 5.24102041],3
a0b21434-a906-4993-9a4d-0e781d8c0a53_v0,a0b21434-a906-4993-9a4d-0e781d8c0a53,38cal,1,2021-11-15T12:00:28.643821-05:00,-0.040722221,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Smith & Wesson,.38 cal,28.34229439,-80.78160835,[1.75       2.10301587 2.44952381 2.80061224 3.14206349 3.48126984],6
06098292-fb00-48df-bed0-8bac822e3337_v0,06098292-fb00-48df-bed0-8bac822e3337,38cal,1,2021-11-15T12:01:38.603449-05:00,-0.040839623,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Smith & Wesson,.38 cal,28.34229439,-80.78160835,[1.74902494 2.07210884 2.38585034 2.6885034  3.00358277 3.30514739],6
20d5e3ac-a223-4610-8c28-9ccd36bb4e83_v0,20d5e3ac-a223-4610-8c28-9ccd36bb4e83,AR15,1,2021-11-15T12:04:44.922747-05:00,-0.039294884,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Ruger 556,.223 mm,28.34229439,-80.78160835,[1.75       2.91920635 4.07292517 5.22673469 6.31385488 7.38342404],6
a5706772-aa5c-4a0c-a760-98aa641b1fce_v0,a5706772-aa5c-4a0c-a760-98aa641b1fce,AR15,1,2021-11-15T12:05:26.674398-05:00,-0.039647901,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Ruger 556,.223 mm,28.34229439,-80.78160835,[1.5115873  1.75       1.99129252 2.23693878 2.46142857 2.67630385],6
ff398b34-3d99-44f1-b13e-5e2075453006_v0,ff398b34-3d99-44f1-b13e-5e2075453006,AR15,1,2021-11-15T12:06:20.143283-05:00,-0.040240841,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Ruger 556,.223 mm,28.34229439,-80.78160835,"[1.51687075 1.75       1.94321995 2.14487528 2.33804989 2.54478458
 2.74247166 2.88002268 3.15732426 3.36963719 3.57977324 3.78367347]",12
c076327b-0718-4e38-8620-ba345aa2cdbc_v0,c076327b-0718-4e38-8620-ba345aa2cdbc,AR15,1,2021-11-15T12:07:18.293147-05:00,-0.040632564,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Ruger 556,.223 mm,28.34229439,-80.78160835,[1.75],1
c076327b-0718-4e38-8620-ba345aa2cdbc_v1,c076327b-0718-4e38-8620-ba345aa2cdbc,AR15,1,2021-11-15T12:07:18.293147-05:00,-0.040632564,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Ruger 556,.223 mm,28.34229439,-80.78160835,[1.75       3.63696145 5.53170068],3
c076327b-0718-4e38-8620-ba345aa2cdbc_v2,c076327b-0718-4e38-8620-ba345aa2cdbc,AR15,1,2021-11-15T12:07:18.293147-05:00,-0.040632564,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Ruger 556,.223 mm,28.34229439,-80.78160835,[1.75       3.92412698],2
c076327b-0718-4e38-8620-ba345aa2cdbc_v3,c076327b-0718-4e38-8620-ba345aa2cdbc,AR15,1,2021-11-15T12:07:18.293147-05:00,-0.040632564,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Ruger 556,.223 mm,28.34229439,-80.78160835,[1.75],1
115e4882-5899-4b5f-8023-1924ac6f2b6a_v0,115e4882-5899-4b5f-8023-1924ac6f2b6a,AR15,1,2021-11-15T12:10:52.493741-05:00,-0.044865749,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Ruger 556,.223 mm,28.34229439,-80.78160835,"[0.0406576  0.25739229 0.43126984 0.61394558 0.79566893 0.99721088
 1.17324263 1.36931973 1.56145125 1.75       2.13544218 2.33426304
 2.54031746 2.75095238 2.95863946 3.16487528 3.38015873 3.59086168
 3.80723356 4.01564626 4.44258503 4.66138322 4.87131519]",23
115e4882-5899-4b5f-8023-1924ac6f2b6a_v1,115e4882-5899-4b5f-8023-1924ac6f2b6a,AR15,1,2021-11-15T12:10:52.493741-05:00,-0.044865749,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Ruger 556,.223 mm,28.34229439,-80.78160835,"[0.04106576 0.25743764 0.46585034 0.67979592 0.89278912 1.1115873
 1.32151927 1.54240363 1.75       1.9753288  2.19727891 2.42179138
 2.65120181]",13
33dd2a05-be90-45bc-aed1-8e092a5d8491_v0,33dd2a05-be90-45bc-aed1-8e092a5d8491,12gauge,1,2021-11-15T12:13:37.594508-05:00,-0.046884458,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Remington 870,12 guage,28.34229439,-80.78160835,[1.75],1
19c4d59e-7e55-4246-b9bc-f7d5a8799fbd_v0,19c4d59e-7e55-4246-b9bc-f7d5a8799fbd,12gauge,1,2021-11-15T12:13:57.057822-05:00,-0.046929765,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Remington 870,12 guage,28.34229439,-80.78160835,[1.75],1
0882e966-f18c-4fa3-a866-fe1ec26a72d5_v0,0882e966-f18c-4fa3-a866-fe1ec26a72d5,12gauge,1,2021-11-15T12:14:38.122892-05:00,-0.047777637,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Remington 870,12 guage,28.34229439,-80.78160835,[1.75       2.82430839 3.90290249],3
97057495-3e44-4cd3-af10-4d38e3d570b5_v0,97057495-3e44-4cd3-af10-4d38e3d570b5,12gauge,1,2021-11-15T12:16:44.678367-05:00,-0.048342177,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Remington 870,12 guage,28.34229439,-80.78160835,[1.66503401 2.83653061],2
97057495-3e44-4cd3-af10-4d38e3d570b5_v1,97057495-3e44-4cd3-af10-4d38e3d570b5,12gauge,1,2021-11-15T12:16:44.678367-05:00,-0.048342177,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Remington 870,12 guage,28.34229439,-80.78160835,[1.71920635 2.44560091 3.14058957],3
37dc7a62-1511-4902-a743-4233ddcc92ec_v0,37dc7a62-1511-4902-a743-4233ddcc92ec,9mm,1,2021-11-15T12:30:06.844270-05:00,-0.054922333,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Glock 17,9mm,28.34229439,-80.78160835,[1.6131746],1
4f7e0200-503d-4ae9-abfb-cbe61248d962_v0,4f7e0200-503d-4ae9-abfb-cbe61248d962,9mm,1,2021-11-15T12:30:45.373527-05:00,-0.055105448,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Glock 17,9mm,28.34229439,-80.78160835,[1.70029478],1
1caa03da-206e-4289-b6cf-441c8ce0bbe4_v0,1caa03da-206e-4289-b6cf-441c8ce0bbe4,9mm,1,2021-11-15T12:30:54.369056-05:00,-0.055117487,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Glock 17,9mm,28.34229439,-80.78160835,[1.75],1
bc2ffbf7-02f2-43de-8d9a-92bcad324f61_v0,bc2ffbf7-02f2-43de-8d9a-92bcad324f61,9mm,1,2021-11-15T12:31:16.273310-05:00,-0.05543785,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Glock 17,9mm,28.34229439,-80.78160835,[1.75],1
bc2ffbf7-02f2-43de-8d9a-92bcad324f61_v1,bc2ffbf7-02f2-43de-8d9a-92bcad324f61,9mm,1,2021-11-15T12:31:16.273310-05:00,-0.05543785,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Glock 17,9mm,28.34229439,-80.78160835,[1.75],1
63ad0e9a-02d2-4b6c-9921-525767ab502b_v0,63ad0e9a-02d2-4b6c-9921-525767ab502b,9mm,1,2021-11-15T12:31:39.917009-05:00,-0.055617954,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Glock 17,9mm,28.34229439,-80.78160835,[0.0630839  1.72739229],2
63ad0e9a-02d2-4b6c-9921-525767ab502b_v1,63ad0e9a-02d2-4b6c-9921-525767ab502b,9mm,1,2021-11-15T12:31:39.917009-05:00,-0.055617954,P10,Raspberry Pi,Zero W,Galvanox USB-C Lavier Mic,Glock 17,9mm,28.34229439,-80.78160835,"[ 1.75        3.60959184  4.9476644   6.55276644  7.65204082  8.81800454
  8.81873016 11.03222222]",8
efb94f95-0631-4fd6-a532-dc3876ac3368_v0,efb94f95-0631-4fd6-a532-dc3876ac3368,9mm,1,2021-11-15T11:44:39.323917-05:00,-0.072629012,P11,Raspberry Pi,Zero W,Changeek Gooseneck USB microphone,Glock 17,9mm,28.34236845,-80.78128614,[1.75],1
f3a52aa2-4546-43d3-a78f-f25dee82cf57_v0,f3a52aa2-4546-43d3-a78f-f25dee82cf57,9mm,1,2021-11-15T11:45:51.329714-05:00,-0.071823837,P11,Raspberry Pi,Zero W,Changeek Gooseneck USB microphone,Glock 17,9mm,28.34236845,-80.78128614,[1.75],1
1383f872-0338-4ca4-932c-d025fd10c8da_v0,1383f872-0338-4ca4-932c-d025fd10c8da,9mm,1,2021-11-15T11:47:17.032195-05:00,-0.071444475,P11,Raspberry Pi,Zero W,Changeek Gooseneck USB microphone,Glock 17,9mm,28.34236845,-80.78128614,[1.75],1
dd8382ec-b0e9-484a-be37-72d2a73b1ec8_v0,dd8382ec-b0e9-484a-be37-72d2a73b1ec8,9mm,1,2021-11-15T11:49:58.228184-05:00,-0.070232833,P11,Raspberry Pi,Zero W,Changeek Gooseneck USB microphone,Glock 17,9mm,28.34236845,-80.78128614,[1.75       3.48344671 5.04954649],3
